yoruba	english
Pa àtòjọ Àwọn Àkọsílẹ̀ Àìpẹ́ Rẹ́?	Clear the Recent Documents list?
Tí o bá pa àtòjọ Àwọn Àkọsílẹ̀ Àìpẹ́ rẹ́, wà á pa àwọn wọ̀nyí rẹ́: • Gbogbo àwọn wúnrẹ̀n láti inú Àwọn Ibìkan → wúnrẹ̀n àtòjọ-ẹ̀yàn Àwọn Àkọsílẹ̀ Àìpẹ́. • Gbogbo àwọn wúnrẹ̀n láti inú àtòjọ àwọn àkọsílẹ̀ nínú gbogbo àwọn ìṣàmúlò-ètò.	If you clear the Recent Documents list, you clear the following: • All items from the Places → Recent Documents menu item. • All items from the recent documents list in all applications.
Pa Àwọn Àkọsílẹ̀ Àìpẹ̀ Rẹ́	Clear Recent Documents
Àwọn Àkọsílẹ̀ Àìpẹ̀	Recent Documents
Pa Àwọn Àkọsílẹ̀ Àìpẹ̀ Rẹ́	Clear Recent Documents...
Pa gbogbo àwọn wúnrẹ̀n láti inú àtòjọ àwọn àkọsílẹ̀ àìpẹ́ rẹ́	Clear all items from the recent documents list
kò lè fi àṣẹ lọ́lẹ̀ <UNK>	Could not run command <UNK>
Kò lè yí <UNK> padà láti UTF-8	Could not convert <UNK> from UTF-8
Yan fáìlì láti ṣàfikún àṣẹ náà...	Choose a file to append to the command...
Yan ìṣàmúlò-ètò láti wòye àpèjúwe rẹ̀.	Select an application to view its description.
Yóò rọ́ọ̀nù àṣẹ: <UNK>	Will run command: <UNK>
Àtòjọ URL tí sọ̀ kalẹ̀ lórí rọ́ọ̀nù onísọ̀rọ̀gbèsì ní ìgúnrégé tí kò tọ̀nà (d) tàbí ìgùnsí (d)	URI list dropped on run dialog had wrong format (d) or length (d)
Rọ́ọ̀nù Ìṣàmúlò-ètò	Run Application
Áíkànnù àṣẹ	Command icon
Áíkànnù àṣẹ tí a fẹ́ rọ́ọ̀nù.	The icon of the command to be run.
Rọ́ọ̀nù nínú támínà	Run in terminal
Yan àpótí yìí láti rọ́ọ̀nù àṣẹ nínú fèrè̀̀̀̀̀̀sé támínà.	Select this box to run the command in a terminal window.
Rọ́ọ̀nù pẹ̀lú fáìlì...	Run with file...
Tẹ bọ́tìnì yìí láti wáròyìn fún fáìlì tí a óò ṣàfikún orúkọ rẹ̀ sí fọ́nránàṣẹ.	Click this button to browse for a file whose name to append to the command string.
Àtòjọ àwọn ìṣàmúlò-ètò àìmọ̀	List of known applications
Fi àtòjọ àwọn ìṣàmúlò-ètò mímọ̀ hàn	Show list of known applications
Rọ́ọ̀nù	Run
Tẹ bọ́tìnì yìí láti rọ́ọ̀nù ìṣàmúlò-ètò tí a yàn tàbí àṣẹ inúààyè wúnrẹ̀n àmúwọlé àṣẹ.	Click this button to run the selected application or the command in the command entry field.
Ìjáde ipá	Force quit
Má Pajẹ	Don't Delete
Fi Pánẹ́ẹ̀lì Pamọ́	Hide Panel
Pánẹ́ẹ̀lì Igun Òkè Tí a Fẹ̀	Top Expanded Edge Panel
Pánẹ́ẹ̀lì Àárín Òkè	Top Centered Panel
Pánẹ́ẹ̀lì Ìléfòó Òkè	Top Floating Panel
Pánẹ́ẹ̀lì Igun Òkè	Top Edge Panel
Pánẹ́ẹ̀lì Igun Ìsàlẹ̀ Tí a Fẹ̀	Bottom Expanded Edge Panel
Pánẹ́ẹ̀lì Àárín Ìsàlẹ̀	Bottom Centered Panel
Pánẹ́ẹ̀lì Ìléfòó Ìsàlẹ́	Bottom Floating Panel
Pánẹ́ẹ̀lì Ìgun Ìsàlẹ̀	Bottom Edge Panel
Pánẹ́ẹ̀lì Igun Òsì Tí A Fẹ̀	Left Expanded Edge Panel
Pánẹ́ẹ̀lì Àárín Òsì	Left Centered Panel
Pánẹ́ẹ̀lì Ìléfòó Òsì	Left Floating Panel
Pánẹ́ẹ̀lì Igun Òsì	Left Edge Panel
Pánẹ́ẹ̀lì Igun Ọ̀tún Tí A Fẹ̀	Right Expanded Edge Panel
Pánẹ́ẹ̀lì Àárín Tí Ọ̀tún	Right Centered Panel
Pánẹ́ẹ̀lì Ìléfòó Ọ̀tún	Right Floating Panel
Pánẹ́ẹ̀lì Igun Ọ̀tún	Right Edge Panel
Orúkọ láti dá pánẹ́ẹ̀lì mọ̀	Name to identify panel
Orúkọ èèyàn tí a lè kà ni èyí, tí o sì lè lò láti tọ́ka sí pánẹ́ẹ̀lì. Ìdí pàtàkì rẹ̀ ni láti ṣe iṣẹ́ gẹ́gẹ́ bíi àkọ́lé fèrèsé pánẹ́ẹ̀lì tí ó wúlò nígbà tí à ń tọpa láàrin àwọn pánẹ́ẹ̀lì.	This is a human readable name which you can use to identify a panel. Its main purpose is to serve as the panel's window title which is useful when navigating between panels.
Ojú kọ̀ǹpútà X níbi tí a ti ṣàfihàn pánẹ́ẹ̀lì náà	X screen where the panel is displayed
Pẹ̀lú àgbékalẹ̀-ètò ojú kọ̀ǹpútà ọlọ́pọ̀, o lè ní àwọn pánẹ́ẹ̀lì lórí ojú kọ̀ǹpútà kọ̀ọ̀kan. Bọ́tìnì yìí ń tọ́ka sí ojú kọ̀ǹpútà lọ́wọ́lọ́wọ́ tí a ti ṣàfihàn pánẹ́èlì náà.	With a multi-screen setup, you may have panels on each individual screen. This key identifies the current screen the panel is displayed on.
Àpótí ìṣàfihàn Xinerama níbi tí a ti ṣàfihàn pánẹ́ẹ̀lì náà	Xinerama monitor where the panel is displayed
Nínú àgbékalẹ̀-ètò Xinerama, o lè ní àwọn pánẹ́ẹ̀lì lórí àpótí ìṣàfihàn kọ̀ọ̀kan. Bọ́tìnì yìí ń tọ́ka sí àpótí ìṣàfihàn lọ́wọ́lọ́wọ́ tí a ti ṣàfihàn pánẹ́ẹ̀lì náà lé lórí.	In a Xinerama setup, you may have panels on each individual monitor. This key identifies the current monitor the panel is displayed on.
Fẹ̀ẹ́ láti lè gba gbogbo ìfẹ̀sí ojú kọ̀ǹpútà	Expand to occupy entire screen width
Tó bá jẹ́ òótọ́, pánẹ́ẹ̀lì náà á gba gbogbo ìfẹ̀sí ojú kọ̀ǹpútà náà (ìgasí tí o bá jẹ́ pánẹ́ẹ̀lì olóòró). Nínú móòdù yìí, pánẹ́ẹ̀lì a kàn lè gbé pánẹ́ẹ̀lì sígun ojú kọ̀ǹpútà ni. Tó bá jẹ́ irọ́, pánẹ́ẹ̀lì náà á kàn tóbi láti gba gbogbo àwọn ápúlẹ́ẹ̀tì náà, àwọn aṣàfilọ́lẹ̀ àti àwọn bọ́tìnì lórí pánẹ́ẹ̀lì náà.	If true, the panel will occupy the entire screen width (height if this is a vertical panel). In this mode the panel can only be placed at a screen edge. If false, the panel will only be large enough to accommodate the applets, launchers and buttons on the panel.
Ìṣàlàyé pánẹ́ẹ̀lì	Panel orientation
"Ìṣàlàyé pánẹ́ẹ̀lì yìí. Àwọn fálù tó lè jẹ́ ni ""òkè"", ""ìsàlẹ̀"", ""òsì"", ""ọ̀tún"". Ní móòdù tí a fẹ̀, bọ́tìnì náà ń sọ ní pàtó igun ojú kọ̀ǹpútà tí pánẹ́ẹ̀lì náà wà lórí ẹ. Nínú móòdù tí a kò fẹ̀ ìyàtọ̀ tó wà láàrin ""òkè"" àti ""ìsàlẹ̀"" pàtàkì díẹ̀ - méjéèjì fihàn pé èyí ni pánẹ́ẹ̀lì oníbùú - ṣùgbọ́n ó ṣì ń ṣòfófói bí ó ṣe yẹ kí àwọn nǹkan pánẹ́ẹ̀lì ṣe rí Bí àpẹẹrẹ, lórí pánẹ́ẹ̀lì ""òkè"" bọ́tìnì àòjọ-ẹ̀yan á ta àtòjọ-ẹ̀yàn rẹ̀ sókè nísàlẹ̀ pánẹ́ẹ̀lì náà. Bẹ́ẹ̀, lórí pánẹ́ẹ̀lì ""ìsàlẹ̀"" a óò ta àtòjọ-ẹ̀yàn náà sókè pánẹ́ẹ̀lì náà.."	"The orientation of the panel. Possible values are ""top"", ""bottom"", ""left"", ""right"". In expanded mode the key specifies which screen edge the panel is on. In un-expanded mode the difference between ""top"" and ""bottom"" is less important - both indicate that this is a horizontal panel - but still give a useful hint as to how some panel objects should behave. For example, on a ""top"" panel a menu button will pop up its menu below the panel, whereas on a ""bottom"" panel the menu will be popped up above the panel."
Ìwọ̀n pánẹ́ẹ̀lì	Panel size
Ìgasí (ìfẹ̀sí fún pánẹ́ẹ̀lì òòró) pánẹ́ẹ̀lì náà. Pánẹ́ẹ̀lì náà ló máa sọ ní àkókò láti rọ́ọ̀nù ìwọ̀n tó kéré jù, tó sì dálé ìwọ̀n ìrísí-lẹ́tà àti àwọn atọ́ka mìíràn. A ti fi ìwọ̀n tó ga jù sí ìdá-mẹ́rin ìgasí ojú kọ̀ǹpútà (tàbí ìfẹ̀sí).	The height (width for a vertical panel) of the panel. The panel will determine at runtime a minimum size based on the font size and other indicators. The maximum size is fixed at one quarter of the screen height (or width).
Kọ́dínéètì X pánẹ́ẹ̀lì	X co-ordinate of panel
Ààyè pánẹ́ẹ̀lì lórí ásìsì x. Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀. Nínú móòdù tí a fẹ̀, ṣe ni a pa bọ́tìnì yìí tì ni, a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó	The location of the panel along the x-axis. This key is only relevant in un-expanded mode. In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Kọ́dínéètì Y pánẹ́èlì	Y co-ordinate of panel
Ààyè pánẹ́ẹ̀lì lórí ásìsì y. Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀. Nínú móòdù tí a fẹ̀, ṣe ni a pa bọ́tìnì yìí tì ni, a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó.	The location of the panel along the y-axis. This key is only relevant in un-expanded mode. In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Ààyè pánẹ́ẹ̀lì lórí ásìsì x. Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀. Nínú móòdù tí a fẹ̀, ṣe ni a pa bọ́tìnì yìí tì ni, a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó	The location of the panel along the x-axis, starting from the right of the screen. If set to -1, the value is ignored and the value of the x key is used. If the value is greater than 0, then the value of the x key is ignored. This key is only relevant in un-expanded mode. In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Ààyè pánẹ́ẹ̀lì lórí ásìsì y. Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀. Nínú móòdù tí a fẹ̀, ṣe ni a pa bọ́tìnì yìí tì ni, a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó.	The location of the panel along the y-axis, starting from the bottom of the screen. If set to -1, the value is ignored and the value of the y key is used. If the value is greater than 0, then the value of the y key is ignored. This key is only relevant in un-expanded mode. In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Pánẹ́ẹ̀lì àárín orí ásìsì x	Center panel on x-axis
Tó bá jẹ́ òótọ́,a óò pa bọ́tìnì x náà tì, àá sì gbé pánẹ́ẹ̀lì náà sí àárín ásìsì x ojú kọ̀ǹpútà náà. Tí a bá ṣe ìṣòdíwọ̀n pánẹ́ẹ̀lì náà á wà nípò yẹn - tó túmọ̀ pé,pánẹ́ẹ̀lì náà á wá sókè ní àwọn ẹ̀gb́ẹ́ méjéèjì. Tó bá jẹ́ irọ́, bọ́tìnì x náà máa sọ ní pàtó ààyè pánẹ́ẹ̀lì náà.	If true, the x and xright keys are ignored and the panel is placed at the center of the x-axis of the screen. If the panel is resized it will remain at that position - i.e. the panel will grow on both sides. If false, the x and xright keys specify the location of the panel.
Pánẹ́ẹ̀lì àárín orí ásìsì y	Center panel on y-axis
Tó bá jẹ́ òótọ́,a óò pa bọ́tìnì y náà tì, àá sì gbé pánẹ́ẹ̀lì náà sí àárín ásìsì y ojú kọ̀ǹpútà náà. Tí a bá ṣe ìṣòdíwọ̀n pánẹ́ẹ̀lì náà á wà nípò yẹn - tó túmọ̀ pé,pánẹ́ẹ̀lì náà á wá sókè ní àwọn ẹ̀gb́ẹ́ méjéèjì. Tó bá jẹ́ irọ́, bọ́tìnì y náà máa sọ ní pàtó ààyè pánẹ́ẹ̀lì náà.	If true, the y and ybottom keys are ignored and the panel is placed at the center of the y-axis of the screen. If the panel is resized it will remain at that position - i.e. the panel will grow on both sides. If false, the y and ybottom keys specify the location of the panel.
Ó fi pánẹ́ẹ̀lì pamọ́ sí igun	Automatically hide panel into corner
Tó bá jẹ́ òótọ́, a óò fi pánẹ́ẹ̀lì náà pamọ́ fún ra rẹ̀ sínú igun ojú kọ̀ǹpútà náà nígbà tí atọ́ka náà bá fi agbègbè pánẹ́ẹ̀lì náà sílẹ̀. Gbígbé atọ́ka náà lọ sí igun yẹn lẹ́ẹ̀kan si á fa kí pánẹ́ẹ̀lì náà tún farahàn.	If true, the panel is automatically hidden into a corner of the screen when the pointer leaves the panel area. Moving the pointer to that corner again will cause the panel to re-appear.
Tó bá jẹ́ òótọ́, ìfipamọ́ àti àìfipamọ́ pánẹ́ẹ̀lì yìí á jẹ́ ìṣàfarawé kọ̀ǹpútà. ní èyí tí kò bá fi ṣẹlẹ̀ lẹ́sẹ̀kẹsẹ̀.	If true, hiding and un-hiding of this panel will be animated rather than happening instantly.
Mú àwọn bọ́tìnì ìpamọ́ ṣiṣẹ́	Enable hide buttons
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn bọ́tìnì sí ẹ̀̀̀gbẹ́ pánẹ́ẹ̀lì kọ̀ọ̀kan tí a lè lò láti gbé pánẹ́ẹ̀lìnáà lọ sí igun ojú kọ̀ǹpútà náà. Yóò sì fi bọ́tìnì kan tó ń ṣàfihàn sílẹ̀	If true, buttons will be placed on each side of the panel which may be used to move the panel to edge of the screen, leaving only a button showing.
Fún àwon atọ́ka-árò lágbára lórí àwọn bọ́tìnì ìpamọ́	Enable arrows on hide buttons
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn atọ́ka-árò sórí àwọn bọ́tìnì ìpamọ́. Bọ́tìnì yìíkàn wúlò tí àwọn bọ́tìnìtí a fún lágbára bá jẹ́ òótọ́.	If true, arrows will be placed on the hide buttons. This key is only relevant if the enablebuttons key is true.
Ìdádúró ìpamọ́-aládàaṣe pánẹ́ẹ̀lì	Panel autohide delay
Ń sọ ní pàtó oye ìdádúró ọ̀kẹ́-ìṣísẹ̀ lẹ́yìn tí atọ́ka náà ti jáde lágbègbè náà kí pánẹ́ẹ̀lì tó di pípamọ́. Ìgbà tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́ nìkan ni bọ́tìnì yìí wúlò.	Specifies the number of milliseconds delay after the pointer leaves the panel area before the panel is automatically hidden. This key is only relevant if the autohide key is true.
Ìdádúró àìfipamọ́-aládàáṣe pánẹ́èlì	Panel autounhide delay
Ń sọ ní pàtó oye ìdádúró ọ̀kẹ́-ìṣísẹ̀ lẹ́yìn tí atọ́ka náà ti wọ agbègbè náà kí pánẹ́ẹ̀lì tó dá farahàn. Ìgbà tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́ nìkan ni bọ́tìnì yìí wúlò.	Specifies the number of milliseconds delay after the pointer enters the panel area before the panel is automatically re-shown. This key is only relevant if the autohide key is true.
Àwọn písẹ́ẹ̀lì ta lè rí nígbà ìpamọ́	Visible pixels when hidden
Ń sọ ní pàtó iye àwọn písẹ́ẹ̀lì tó fojúhàn nígbà tí a fi páńẹ̀ẹlì náà pamọ́ sí igun kan. Bọ́tìnì yìí kàn wúlò tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́.	Specifies the number of pixels visible when the panel is automatically hidden into a corner. This key is only relevant if the autohide key is true.
Ìyárasí àfarawé Kọ̀ǹpútà	Animation speed
"Ìyárasí tó yẹ kí àwọn ìṣàfarawé kọ̀ǹpútà ó ti yọ. Àwọn fálù tó lè jẹ́ ni ""falẹ̀"", ""àárín"" àti ""ìyára"". Bọ́tìnì yìí kàn wúlò tí bọ́tìnì àwọn mú ìṣàfarawé kọ̀ǹpútàṣiṣẹ́ bá jẹ́ òótọ́."	"The speed in which panel animations should occur. Possible values are ""slow"", ""medium"" and ""fast"". This key is only relevant if the enableanimations key is true."
Irúfẹ́ ẹ̀yìn	Background type
"Irúfẹ́ ẹ̀yìn wo la ó lò fún pánẹ́ẹ̀lì yìí. Àwọn fálù tó lè jẹ́ ni ""gtk"" - a óò lo ẹ̀yìn wíjẹ́ẹ̀tì ìpéwọ̀n GTK+, ""àwọ̀"" a óò lo bọ́tìnì àwọ̀ gẹ́gẹ́ bíi àwọ̀ ẹ̀yìn tàbí ""àwòrán"" - àwòrán tí bọ́tìnì àwòrán sọ la ó lò gẹ́gẹ́ bíi ẹ̀yìn."	"Which type of background should be used for this panel. Possible values are ""gtk"" - the default GTK+ widget background will be used, ""color"" - the color key will be used as background color or ""image"" - the image specified by the image key will be used as background."
Àwọ̀ ẹ̀yìn	Background color
Ń sọ níp pàtó àwọ̀ ẹ̀yìn fún pánẹ́ẹ̀lì inú ìgúnrégé #RGB.	Specifies the background color for the panel in #RGB format.
Dídí àwọ̀ ẹ̀yìn	Background color opacity
Ń sọ ní pàtó dídí ìgúnrégé àwọ̀ ẹ̀yìn . Tí àwọ̀ náà kò bá dí pátá (fálù tó kéré sí 65535) a óò to àwọ̀ náà pọ̀ sórí àwòrán ẹ̀yìn ojú-iṣẹ́.	Specifies the opacity of the background color format. If the color is not completely opaque (a value of less than 65535), the color will be composited onto the desktop background image.
Àwòrán ẹ̀yìn	Background image
Ń sọ fáìlì tí a óò lò ní pàtó fún ẹ̀yìn àwòrán. Tí àwòrán náà bá ní ṣánẹ́ẹ̀lì alpha a óò tòójọ sórí àwòrán ẹ̀yìn ojú-iṣẹ́.	Specifies the file to be used for the background image. If the image contains an alpha channel it will be composited onto the desktop background image.
Fi àwòrán sí pánẹ́ẹ̀lì	Fit image to panel
Tó bá jẹ́ òótọ́, a óò ṣe ìgbéléwọ̀n àwòrán (	If true, the image will be scaled (retaining the aspect ratio of the image) to the panel height (if horizontal).
Na àwòrán sí pánẹ́ẹ̀lì	Stretch image to panel
Tí ó bá jẹ́ òótọ́, a óò gbé àwòrán léwọ̀n àwọn ojúùwọ̀n pánẹ́ẹ̀lì. Réṣíò aspect àwòrán áwà bó ṣe wà.	If true, the image will be scaled to the panel dimensions. The aspect ratio of the image will not be maintained.
Yí àwòrán po lórí àwọn pánẹ́ẹ̀lì òòró	Rotate image on vertical panels
Tó bá jẹ́ òótọ́, a óò yí àwòrán ẹ̀yìn po tí pánẹ́ẹ̀lì náà bá jẹ́ olóòró.	If true, the background image will be rotated when the panel is oriented vertically.
A kò rí áíkànnù	Icon <UNK> not found
Kò lè mu <UNK> ṣiṣẹ́	Could not execute <UNK>
Táìlì̀	file
Trash: some-directorysome-directory	Search
1$s, 2$s	1$s: 2$s
Ṣí URL: <UNK>	Open URL: <UNK>
Pa dúrọ́wà yìí je?	Delete this drawer?
Nígbà tí a bá ti pa dórọ́wà jẹ, àti dúrọ́wà àti àwọn ààtò rẹ̀ máa sọnù.	When a drawer is deleted, the drawer and its settings are lost.
Pa pánẹ́ẹ̀lì yìí jẹ?	Delete this panel?
Nígbà tí a bá ti pa pánẹ́ẹ̀lì jẹ, àti pánẹ́ẹ̀lì àti àwọn ààtò rẹ̀ máa sọnù.	When a panel is deleted, the panel and its settings are lost.
Yẹ Fátìrì Ápúlẹ́ẹ̀tì Bonobo Wo	Test Bonobo Applet Factory
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test Bonobo Applet
Ápúlẹ́ẹ̀tì alábọ̀dé kan fún ìyẹ̀wò pánẹ́ẹ̀lì GNOME-2.0	A simple applet for testing the GNOME-2.0 panel
Sọ ní pàtó IID ápúlẹ́ẹ̀tì tí a fẹ́ kì	Specify an applet IID to load
Sọ ní pàtó ààyè gconf tí a fẹ́ fi àwọn ìkúndùn ápúlẹ́ẹ̀tì pamọ́ sí	Specify a gconf location in which the applet preferences should be stored
Sọ́ ní pàtó ìwọ̀n ápúlẹ́ẹ̀̀tì gan níbẹ̀rẹ̀ (kékeré, àárín, ńlá-púpọ̀ abbl.)	Specify the initial size of the applet (xx-small, medium, large etc.)
Sọ ní pàtó ìṣàlàyé ìbẹ̀rẹ̀ ápúlẹ́ẹ̀tì (òkè, ìsàlẹ̀, òsì tàbí ọ̀tún)Size	Specify the initial orientation of the applet (top, bottom, left or right)
Kékeré púpọ̀Size	XX Small
Kékeré díẹ̀Size	X Small
KékeréSize	Small
ÀárínSize	Medium
ŃláSize	Large
Ńlá Díẹ̀Size	X Large
Ńlá Púpọ̀	XX Large
Ó kùnà láti ki àwòrán <UNK>	Failed to load applet <UNK>
Yẹ ohun-èlò ápúlẹ́ẹ̀tì wò	Test applet utility
Ápúlẹ́ẹ̀tì	Applet:
Prefs Dir:	Prefs Dir:
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì. A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.28 in favour of the use of timezones. The schema is retained for compatibility with older versions.
Ápúlẹ́ẹ̀tì tó ní ìṣàlàyé pánẹ́ẹ̀lì nínú	Specify file containing saved configuration
Rọ́ọ̀nù Ìṣàmúlò-ètò...	Choose an icon
Sọ ní pàtó ìṣàlàyé ìbẹ̀rẹ̀ ápúlẹ́ẹ̀tì (òkè, ìsàlẹ̀, òsì tàbí ọ̀tún)Orientation	Specify the initial orientation of the applet (top, bottom, left or right)
Ọ̀túnSize	Right
"Irúfẹ́ nǹkan pánẹ́ẹ̀lì yìí. Àwọn fálù tó lè jẹ́ ni ""nǹkan-dúrọ́wà"",""nǹkan-àtòjọ-ẹ̀yàn"",""nǹkan-aṣàfilọ́lẹ̀"",""ápúlẹ́ẹ̀tì bonobo"",""ápúlẹ́ẹ̀tì-iṣẹ́""àti ""àká-àtòjọ-ẹ̀yàn""."	"The type of this panel object. Possible values are ""drawer-object"", ""menu-object"", ""launcher-object"", ""external-applet"", ""action-applet"", ""menu-bar"" and ""separator""."
"ID ì̀pilẹ̀ Bonobo ti ápúlẹ́ẹ̀tì náà - b.a ""OAFIID:GNOMEClockApplet"".Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-bonobo""."	"This key is deprecated, following the migration to a new library for applets. The Bonobo implementation ID of the applet - e.g. ""OAFIID:GNOMEClockApplet"". This key is only relevant if the objecttype key is ""bonobo-applet""."
Ápúlẹ́ẹ̀tì Bonobo IID	Applet IID
"ID ì̀pilẹ̀ Bonobo ti ápúlẹ́ẹ̀tì náà - b.a ""OAFIID:GNOMEClockApplet"".Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-bonobo""."	"The implementation ID of the applet - e.g. ""ClockAppletFactory::ClockApplet"". This key is only relevant if the objecttype key is ""external-applet"" (or the deprecated ""bonobo-applet"")."
Àṣìṣe kíka fálù boolean GConf <UNK>: <UNK>	Error reading GConf boolean value <UNK>: <UNK>
Ó kùnà láti rí pixmap <UNK>	Failed to open the time settings
"Ìgúnrégéàkànṣe:state"" or ""province"" should use that instead of ""region"	Custom format:
Fátìrì fún ìṣẹ̀dá àwọn ápúlẹ́ẹ̀tì aago.	Factory for clock applet
Agbègbè Ìkéde Pánẹ́ẹ̀lì	Factory for notification area
Àtòjọ àwọn ID ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì. ID kọ̀ọ̀kan ń tọ́ka sí nǹkan pánẹ́ẹ̀lì kọ̀ọ̀kan (b.a.aṣàfilọ́lẹ̀, bọ́tìnì iṣẹ́ tàbí àká/bọ́tìnì àtòjọ-ẹ̀yàn). A fi àwọn ààtò fún àwọn nǹkankọ̀ọ̀kan pamọ́ sínú /apps/panel/objects/$(id).	A list of panel object IDs. Each ID identifies an individual panel object (e.g. an applet, launcher, action button or menu button/bar). The settings for each of these objects are stored in /apps/panel/objects/$(id).
"Mú àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìsàmúlò-ètò"" ṣíṣẹ"	"History of ""Run Application"" dialog"
"Mú ìkádìí-aládàáṣe nínú onísọ̀rọ̀gbèsì ""Rọ́ọ̀nù Ìṣàmúlò-ètò"" ṣiṣẹ́"	"The list of commands used in the past in the ""Run Application"" dialog."
Ìtalólobó tí a ṣàfihàn fún dúrọ́wà tàbí àtòjọ-ẹ̀yàn	Tooltip displayed for menu
Áíkànnù tí a lò fún bọ́tìnì nǹkan	Icon used for button
"Ààyè fáìlì àwòrán tí a lò gẹ́gẹ́ bíi áíkànnù fún bọ́tìnì nǹkan náà. bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""nǹkan-dúrọ́wà"" tàbí ""nǹkan àtòjọ-ẹ̀yàn"" tí bọ́tìnì áíkànnùàkànṣeìlò jẹ́ òótọ́."	The location of the image file used as the icon for the object's button. If empty, the default icon for the menu will be used.
"Ipa tí a ti kọ́ àwọn àkóónú àtòjọ-ẹ̀yàn. Bọ́tìnì yìí kàn wúlò tí bọ́tìnìipaàtòjọ-ẹ̀yànìlò sì jẹ́ òótọ́ tí bọ́tìnìnǹkan jẹ́""nǹkan-àtòjọ-ẹ̀yàn"""	The path from which the menu contents is contructed. If empty, the menu will be the default applications menu.
Tó bá jẹ́ òótọ́, a óò sọ ìtumọ̀ nǹkan náà ní àjẹmọ́ apá ọ̀tún igun pánẹ́ẹ̀lì (tàbí ìsàlẹ̀ tó bá jẹ́ òòró) náà.	If set to 'end', the position of the object is interpreted relative to the right (or bottom if vertical) edge of the panel.
"Irúfẹ́ ẹ̀yìn wo la ó lò fún pánẹ́ẹ̀lì yìí. Àwọn fálù tó lè jẹ́ ni ""gtk"" - a óò lo ẹ̀yìn wíjẹ́ẹ̀tì ìpéwọ̀n GTK+, ""àwọ̀"" a óò lo bọ́tìnì àwọ̀ gẹ́gẹ́ bíi àwọ̀ ẹ̀yìn tàbí ""àwòrán"" - àwòrán tí bọ́tìnì àwòrán sọ la ó lò gẹ́gẹ́ bíi ẹ̀yìn."	"Which type of background should be used for this panel. Possible values are ""none"" - the default GTK+ widget background will be used, ""color"" - the color key will be used as background color or ""image"" - the image specified by the image key will be used as background."
Àwọn Àwòrán	Image options
A kò ṣègbékalẹ̀ bọ́tìnì <UNK>, kò lè ki aṣàfilọ̀lẹ̀	Launcher location is not set, cannot load launcher
Darapọ̀ mọ́ Sáfà...	Connect to server
Àtòjọ-ẹ̀yàn	User Menu
Pa pánẹ́ẹ̀lì yìí jẹ?	Cannot create initial panel layout.
Ìjánu-ìsún	Switch User
Aago Kọ̀ǹpútà	Computer
Àwọn Ibi Alátagbà	Network
Àwọn IbiOrientation	Places
Yẹ Fátìrì Ápúlẹ́ẹ̀tì Bonobo Wo	Test DBus Applet Factory
Fátìrì fún ìṣẹ̀dá àwọn ápúlẹ́ẹ̀tì aago.	Factory for Test DBus Applet
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test DBus Applet
Ápúlẹ́ẹ̀tì alábọ̀dé kan fún ìyẹ̀wò pánẹ́ẹ̀lì GNOME-2.0	A simple applet for testing the GNOME panel
Kàlẹ́ńdà<UNK>	Calendar
Ṣẹ̀dàÀkókò	Copy Date and Time
Parí Iṣẹ́	Log Out
